"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
"42.31943384627687, 19.157744811598302"	1047	"Rapsodija Žabljaka"	"Aleksandar Aco"	"Prijić"	1966	"ulje na platnu"	"149,3 x 184 "	"NMCG"		"Geoculture"	"Predstava malog ribarskog mjesta Žabljak Crnojevića, smještenog na Skadarskom jezeru. Kompozicija je obavijena sivom izmaglicom koja prekriva i naselje u podnožju i jezero koje se raspoznaje u pozadini. Načinjena kao predložak za filmski kadar sa konjanicima koji se uspinju ka utvrđenju, upotpunjena je galijama koje se jedva razaznaju po obodu kao i  šatori (turskih) osvajača u pozadini. Sve je stopljeno u jedan ton osim objekata i ribarskih mreža koji se neznatno izdavajaju koloritom."	"Žabljak Crnojevića je srednjevjekovno utvrđenje koje se u istorijskim izvorima pominje od XV vijeka kada je bilo prijestonica vladarske vlastele Crnojević, Stefana a kasnije Ivana Crnojevića. Tvrđava je izvorno izgledala kao venecijanska fortifikacija. Naselje je imalo skoro 250 kuća. Turci su ga osvojili 1478. godine, i bio je jedno od njihovih najvažnijih uporišta. Danas se mogu vidjeti malobrojni ostaci dvora Ivana Crnojevića i ruševine crkve Svetog Đorđa, koja je u vrijeme turske vladavine bila pretvorena u džamiju. Mjesto je danas skoro napušteno."	"Aleksandar Aco Prijić; Skadarsko jezero; Žabljak Crnojevića"				
"42.46825211509801, 18.54261917219723"	1048	"Pogled s Orjena"	"Aleksandar Aco"	"Prijić"	1973	"ulje na platnu"	"80x113"	"NMCG"		"Geoculture"	"Lazurna sivo-ljubičasta površina mora nadovezuje se na žutu povšinu neba na kojoj dominira intenzivno crveno sunce. U prvom planu je gusto rastinje definisano pastuoznim nanosima zelene i smeđe. Na sličan način je tretiran i dio poluostrva koji se vidi u pozadini."		"Aleksandar Aco Prijić; Herceg Novi"				
	1049	"Predio"	"Aleksandar Aco"	"Prijić"	1956	"ulje"	"75,5x99"	"NMCG"		"Geoculture"	"Primorski predio sa stablom u prvom planu i nekoliko kuća u pozadini. Kolorit je intenzivan, sa sirovim plavim i zelenim, dok su ostale partije nešto pastelnije."		"Aleksandar Aco Prijić"				
"42.30543151537761, 18.89802595196257"	1050	"Spaljeni Brajići"	"Aleksandar Aco"	"Prijić"	1961	"ulje na lesonitu"	"78,5x95,4"	"NMCG"		"Geoculture"	"Predstava sela sa napuštenim kućama u podnožju brda. Kolorit je sivo zelen, sa snažnim kontrastima svjetla i sjenke koji stvaraju atmosferu dramatičnosti. Jedini akcenti su crveno-oranž šipkovi u prvom planu."	"Na ovom djelu može se prepoznati uticaj nekih ranih Lubardinih radova, koje odlikuje taman kolorit."	"Aleksandar Aco Prijić; Cetinje"				
	1052	"Klisura kod Kolašina"	"Vuko"	"Radović"		"ugljen na papiru "	"45 x 64 cm"	"NMCG"		"Geoculture"	"Na ovom radu primjetno je iskustvo studiranja kod profesora Ljube Ivanovića u tretmanu motiva. Različito gradiranje gustine nanosa olovkom proizvodi stvara dinamiku između tamnih površina u prvom planu u odnosu na prozračnu pozadinu. Posebno je akcentovan planinski masiv, čime se obezbjeđuje dramatičnost predstave pejzaža. "		"Vuko Radović; Kolašin"				
"42.256388,18.891045"	1054	"Sveti Stefan"	"Vuko"	"Radović"	1959	"ulje na platnu"	"65,5x54"	"NMCG"		"Geoculture"	"Slika predstavlja studiju pejzaža, sa ujednačenim toplim koloritom oživljavajući primorsku atmosferu. Prikaz Svetog Stefana odlikuje geometrijska organizacija forme: arhitektonske mase kuća i bedema svodi na strogo definisane oblike, gotovo kubističke logike, ali bez potpune apstrakcije. Perspektiva je blago povišena, čime se dodatno naglašava zatvorenost prostora. Boje su zasićene – crvene krovne plohe, kamene sive, zemljani tonovi izbalansirani u skladnu paletu. Naglašena svjetlost pojačava osjećaj forme i prostora. "	"U odnosu na kasniji Radovićev kolorit, ovdje se još osjeća oslonac na prirodne tonove, ali već podložan stilizaciji i apstrahovanju. Linija je čvrsta, jasna, a njegov rukopis ovdje demonstrira disciplinu i strukturalnost, što je karakteristika njegovog pristupa krajem pedesetih – između klasične forme i modernističke redukcije u toplom tonu."	"Vuko Radović; Sveti Stefan"				
"42.774960,18.944249"	1056	"Onogošt"	"Ilija"	"Šobajić"	1938	"crtež olovkom "	"32,5x 45"	"NMCG"		"Geoculture"	"Tvrđava Onogošt je analitički predstavljena dajući nešto širi pogled na zidine i okolnji ambijent sa kućama u podnožju brda."	"Radio u serijama, pa se često isti motiv sagledava iz različitih perspektiva, kao što je slučaj sa ovim utvrđenjem. Tvrđava duga 214 metara, sa dvije kule, nosi naziv po nekadašnjem imenu grada Nikšića. Smatralno se da je sagrađena u IV vijeku, mada neki istraživači ističu da je mlađa. Današnji izgled datira iz vremena osmanskog carstva. U tvrđavi se nalaze i dva objekta koja su služila za stanovanje."	"Ilija Šobajić; Nikšić"				
"42.355607,19.027022"	1057	"Rijeka  Crnojevića"	"Vojislav Vojo"	"Stanić"	1967	"ulje na platnu"	"60x60"	"NMCG"		"Geoculture"	"Pogled na prepoznatljivi most na Rijeci crnojevića iz pozicije Riječkog pazara. Predstava muškarca i žena u tradicionalnoj odjeći suprotstavljene su figurama modernije odjevenim. Kolorit ujednačenim oker smeđih tonova, sa crvenim akcentima za detalje i plavom površinom vode."	"Karakterističan duhoviti manir Stanićevog slikarstva prisutan je i na ovom djelu."	"Vojo Stanić; Rijeka Crnojevića"				
"42.455549,18.527053"	1058	"Topla Njegoševa škola"	"Luka"	"Stanković"	1948	"olovka na papiru"	"44x31,3"	"NMCG"		"Geoculture"	"Minucioznim crtežom, uz upotrebu kontasta svjetla i sjenke realizovan je crtež koji predstavlja grupu gusto zbijenih kuća na Toploj - predgrađu Herceg Novog. Predio je definisan različitim vrstama šrafure kako bi se uspostavio odnos između rastinja i fasada objekata."	"Na njegovim crtežima može se prepoznati uticaj njegovog profesora, poznatog crtača, Ljubomira Ivanovića. Usmjerenost ka figurativnom, realističkom i dokumentarnom može se zapaziti na skoro svakom njegovom radu. I pored toga crtež je realizovan sa mnoštvom detalja, ali bez naturalizma. "	"Luka Stanković; Herceg Novi"				
"42.45207742627126, 18.553673076240056"	1059	"Manastir Savina"	"Luka"	"Stanković"	1947	"olovka na papiru"	"40x50"	"NMCG"		"Geoculture"	"Kompozicija predstavlja prilaz porti sa pročeljima Male i velike crkve Uspenja bogorodice. Pogled na crkve sa zvonikom flankiran je rastinjem, među kojim se naročito izdvajaju tri čempresa, naglašena intenzivnim tamnim sjenčenjem olovkom."		"Luka Stanković; Herceg Novi"				
	1060	"Budva"	"Luka"	"Stanković"	1949	"olovka na papiru"	"48,5x34,5"	"NMCG"		"Geoculture"	"U primorskim motivima (Budva), površina je prozračnija, linija mekša, uz prisustvo blage modulacije.
U njegovim radovima nema grandioznih panorama ni teatralnosti. Umjesto toga, birani su diskretni motivi – obronci, rubovi grada, stijene, krošnje – koji se doživljavaju iz blizine i pozivaju na konempliranje predjela."		"Luka Stanković; Budva"				
"42.595705,19.945979"	1061	"Kula u Plavu"	"Luka"	"Stanković"	1950	"olovka na papiru"	"48,5 x 38 cm"	"NMCG"		"Geoculture"	"Potreba da se očuva autentičnost kulturnog naseljađa i privrženost preostalim objektima stare arhitekture uočava se na ovom crtežu. Vješto crtački realizovana, pažljivo ukrštenim potezima olovke, ukomponovana među krošnje drveća ova predstava odiše jednom dozom romantizovane atmosfere minulih vremena."	"Redžeppagića kula je jedan od najstarijih objekata stanovanja u ovoj regiji. Postoji podatak da je podigao Hasan-beg redžepagić 1671. godine, u svrhu utvrđenog stana. 1979. godine posatala je muzej."	"Luka Stanković; Plav"				
"43.154884,19.103916"	1062	"Žabljak"	"Luka"	"Stanković"	1950	"olovka na papiru"	"35,8x49"	"NMCG"		"Geoculture"	"Minuciozno realizovan crtež, sa pojedinim skoro obojenim tamnim partijama ukazuje na autorovu vještinu u prikazivanju odabranog motiva što bliže atmosferi mira i kontemplacije kojom odiše ovaj planinski predio. U crtežima s motivima iz sjevernih krajeva (Žabljak, Plav), često koristi slojevito sjenčenje i razuđeni potez, kojim se postiže osjećaj gustine i masivnosti prostora. 
"	"Najvjerovatnije da je u pitanju objekat hotela Durmitor na Žabljaku."	"Luka Stanković; Žabljak"				
	1063	"Herceg Novi"	"Savo"	"Vujović"	1951	"tempera na papiru"	"30,3x41"	"NMCG"		"Geoculture"	"Niski, kameni zid i gusto rastinje dominiraju prvim planom, dok se u pozadini naziru kuće i dio tvrđave. Zelenilo je komponovano kratkim, zbijenim nanosima boje nasuprot posnoj, pastelnoj površini fasada i ujednačenom koloritu neba."	"Topao kolorit i prisustvo svjetlosti ovu kompoziciji približava načelima impresionizma, Pola Sezana i iskustvima slikanja u prirodi. "	"Savo Vujović; Herceg Novi"				
"42.459323485138604, 18.514198287247147"	1064	"Igalo"	"Savo"	"Vujović"	1949	"tempera ili ulje na platnu"	"34x41"	"NMCG"		"Geoculture"	"Urbani dio naselja sa kućama i ulicom koja se prostore dijagonalno u dubinu. U pozadini se nazire brdo obasjano suncem."		"Savo Vujović; Herceg Novi"				
"42.45374745890622, 18.526464597546386"	1065	"Stijena "	"Savo"	"Vujović"	1951	"ulje"	"35x47"	"NMCG"		"Geoculture"	"U prvom planu kompozicije je kupasta stijena koja je minuciozno obrađena oker-zelenim, gustim nanosima. Brdo i nebo u pozadini realizovani su nešto posnijim, ujednačenim nanosima plavih tonova."		"Savo Vujović; Herceg Novi"				
"41.922060562415886, 19.205867818724105"	1066	"Ulcinj"	"Savo"	"Vujović"	1932	"ulje na kartonu"	"34,8x44"	"NMCG"		"Geoculture"	"Topao kolorit, pastelni tonovi neke su od glavnih karakteristika njegovih pejzaža što je odlika i ovog djela. Variranjem boja od oker i zelenih do plavih dočarava se primorska atmosfera. Svedeni nanosi, bliski geometrizmu, bez zalaženja u detalje, izbalansiranom paletom dočaravaju pogled na zidine starog Ulcinja. Tek poneki detalj realizovan u intenzivnom zelenom nanosu prividno narušava prozračnost kompozicije."		"Savo Vujović; Ulcinj"				
"42.383845,18.924476"	1067	"Predio iz okoline Cetinja"	"Mihajlo"	"Vukotić"	1933	"ulje na platnu"	"58x68"	"NMCG"		"Geoculture"	"Naglašen kolorit i ekspresionistički potez, znatno su drugačiji u odnosu na ranije radove. Intenzivan, taman, dominantno smeđe-zeleni kolorit potencira kompoziciju upotrebom različitih poteza i gustinom nanosa. Tek ponegdje se probija bakarno-crvena površina krova kuća potpuno zaklonjenih gustim rastinjem. "	"Slika je nastala u periodu koji se smatra prekretnicom u stilu i nagovjestilo novi pristup u načinu slikanja. Tridesetih godina XX vijeka češće boravi u Crnoj Gori i slika motive iz Cetinja i primorja. Pejzaž ga kao tema sve više zaokuplja, uz dodatnu dimenziju kontemplativnosti."	"Mihailo Vukotić; Cetinje"				
"41.922375,19.206223"	1068	"Ulcinj"	"Mihajlo"	"Vukotić"		"ulje na platnu"	"39x54"	"NMCG"		"Geoculture"	"Prigušeni, pastelni plavi i sivi tonovi, melanholična atmosfera i svjetlost koja umekšava atmosferu obavijaju gradsko utvrđenje i okolnje stijene. Pastelna paleta plavih, oker i zelenih variranih u raznim nijansama koje se prožimaju stvara utisak harmonične kompozicije specifične elegijske ljepote. "	"Najveći stepen poetizacije prizora postigao je slikajući Ulcinj dajući mu mnogo lica. Područje Starog grada i okoline bili su njegova nepresušna inspiracija, tako da se u njegovom opusu nalazi više slika na ovu temu. One svedoče o različitim impresijama podstaknutim romantičnim pogledom na gradske zidine i okolinu."	"Mihailo Vukotić; Ulcinj"				
"41.92743299185854, 19.197271839472513"	1069	"Motiv iz Ulcinja"	"Mihajlo"	"Vukotić"		"ulje na platnu"	"53 x 67,5 "	"NMCG"		"Geoculture"	"Još apstraktnije svođenje pejzaža, koji definiše intenzivnim bojenim nanosima svega nekoliko tonova - smeđe, zelene i plave kojima postiže  dramatičnu atmosferu na moru pred oluju."	"U svojim dnevnicima bilježio je često razmišljanja o umjetnosti i između ostalog daje i uputstva za slikanje: „kad se crta oblačno nebo prvo skiciraj, ograniči tačno konture pa onda svakom prostoru označi gde dođe boja i posle radi sam, jer usled kretanja oblaka drugačije je nemoguće.“ (katalog M.Vukotić, NMCG, str. 88)"	"Mihailo Vukotić; Ulcinj"				
"42.45140505539516, 18.537127564523377"	1070	"Herceg Novi"	"Miloš"	"Vušković"	1952	"ulje na  kartonu  "	"57,5x 71,5 "	"NMCG"		"Geoculture"	"Predstava pogleda na zaliv u kojoj prvim planom dominira centar grada dok drugi ispunjava more. Pastelni kolorit dočarava primorsku atmosferu okupanu suncem. Forme su svedene na bojene geometrijske plohe, bez zalaženja u detalje."		"Miloš Vušković; Herceg Novi"				
"42.401128542875114, 18.924466154181967"	1071	"Cetinje"	"Miloš"	"Vušković"	1959	"ulje na lesonitu"	"81,7x 94    "	"NMCG"		"Geoculture"	"Apstraktna kompozicija, dominantno plavih tonova, sa svjetlim plohama sa crvenkastim akcentima u središtu."	"Ovo je jedan od radova na kojem je primjetno Vuškovićevo usmjerenje ka poptunom svođenju formi i definisanje pejzaža samo uz pomoć  bojenih nanosa različitog bojenog intenziteta."	"Miloš Vušković; Cetinje"				
"43.1581378363769, 19.119892120371148"	1072	"Durmitor"	"Miloš"	"Vušković"	1952	"ulje "	"70x100"	"NMCG"		"Geoculture"	"Intenzivan kolorit u kojem dominiraju zeleni i plavi tonovi, sa dramatično rješenim planinskim vrhovima u pozadini koji su od neba odvojeni tamnom konturom. Kompozicija postepeno već skreće ka apstrahovanju formi, što će u kasnijim godinama rezultirati potpunom apstrakcijom i intenzivnim koloritom."		"Miloš Vušković; Žabljak"				
"42.383925980910476, 18.924407994759054"	1073	"Gruda"	"Miloš"	"Vušković"	1960	"ulje na kartonu"	"50x70"	"NMCG"		"Geoculture"	"Apstraktna kompozicija koja kolorističkim intervencijama definiše predio u kojem se može prepoznati karakteristično uzvišenje tzv. Glavica.  Prikaz pejzaža je dat više kao skica, sa dominantno smeđim i oker partijama, uz zelene i crveno-oranž akcentovane površine."	"Budući da je veći dio života proveo na Cetinju predjeli  koji su ga okruživali bili su neiscrpna inspiracija za likovna istraživanja."	"Miloš Vušković; Cetinje"				
"42.45121109765598, 18.539170573854815"	1074	"Herceg Novi"	"Miloš"	"Vušković"		"ulje"	"84x110"	"NMCG"		"Geoculture"	"Pogled na grad iz pravca Meljina, sa bogatom florom i dijelom zaliva u pozadini. Naglašen zeleni tonovi i kuće koje su skladno ukomponovane među rastinje."		"Miloš Vušković; Herceg Novi"				
"42.451489451754945, 18.552187500817368"	1075	"Herceg Novi"	"Miloš"	"Vušković"		"ulje na platnu"	"68 x 97 "	"NMCG"		"Geoculture"	"Pogled na zaliv ispunjen gustim rastinjem i zelenilom koje prekriva brdo u čijem se podnožju vidi naselje. Topao, intenzivan plavo-zeleni kolorit dominira predstavom."	" "	"Miloš Vušković; Herceg Novi"				
"42.38243204569674, 18.831309451224"	1076	"Ivanova korita"	"Miloš"	"Vušković"	1961	"ulje na kartonu"	"61x72,5"	"NMCG"		"Geoculture"	"Predio je definisan uskovitlanim nanosima, isprepletenim crnim, oker, ružičastim i plavim posno nanijetim potezima."	"Značajan broj radova koji se nalaze u kolekciji Umjetničkog muzeja autor je dao na poklon."	"Miloš Vušković; Cetinje"				
"42.71183235622222, 19.682100578439826"	1077	"Komovi"	"Miloš"	"Vušković"	1967	"ulje na papiru"	"65,8x100"	"NMCG"		"Geoculture"	"Kompozicijom dominiraju pastelno plave površine definisane valovitim linijama koje definišu pejzaž. Dinamiku potenciraju tamni i crveni akcenti ."		"Miloš Vušković; Kolašin"				
"42.35643486444356, 19.02249261386003"	1078	"Obod"	"Miloš"	"Vušković"	1953	"pastel na papiru "	"41x58,5"	"NMCG"		"Geoculture"	"Pogled na Obodski grad na Rijeci Crnojevića koji se izdiže iznad naselja. Dominantan kolorit je zelen sa gustim šrafurama koje definišu uzvišenje, sa oker i crvenim plohama kojima se naznačuje arhitektura."		"Miloš Vušković; Rijeka Crnojevića"				
"42.487530305242075, 18.696558027466526"	1079	"Perast"	"Miloš"	"Vušković"	1967	"ulje na kartonu "	"65x99 "	"NMCG"		"Geoculture"	"Period šezdesetih je vrijeme kada se okreće ka apstrakciji. Ova slika je geometrizovana, svedenija, realizovana u svjetlim, ujednačenim pastelnim tonovima. U duhu apstrakcije sve više redukuje forme, svodeći ih na minimum elemenata. Ova kompozicija predstavlja pogled na grad okupan svjetlošću koja se rasipa po čitavoj površini slike."		"Miloš Vušković; Perast"				
"42.487685471796325, 18.696437953332183"	1080	"Perast"	"Miloš"	"Vušković"	1955	"ulje na kartonu"	" 81x62"	"NMCG"		"Geoculture"	"Nastala u periodu kada još uvjek njeguje intenzivan, tamniji kolorit sa gustim  nanosima boje. Potez je nemiran i dinamičan, dočaravajući uskovitlanost atmosfere-morske površine i zelenila. "	"U centru kompozicije moguće je prepoznati palatu Zmajević i zvonik pored nje. Datira iz XVII vijeka i izdavaja se u gornjoj zoni naselja. Pripadala je jednoj od najznačajnijih peraških porodica, koja je dala nekoliko istaknutih intelektualaca. Centralni dio je imao odbrambenu namjenu, a prizemlje palate bilo je javnog karaktera. U sklopu kompleksa sagrađena je i kapela Gospe od Rožarija. U palati se nalazila Zmajevićeva biblioteka koja je po mnogima bila tada najveća u čitavoj dalmaciji."	"Miloš Vušković; Perast"				
"42.45168354269426, 18.553432010397817"	1081	"Put za Meljine"	"Miloš"	"Vušković"		"ulje na platnu"	"50 x 65,2 "	"NMCG"		"Geoculture"	"Pejzaž sa razgranatim rastinjem, realizovanim u nekoliko nijansi intenzivno zelenih tonova, koje obuhvata i kamenjar dok se u pozadini nazire kuća."		"Miloš Vušković; Herceg Novi"				
"42.25805295778472, 18.892495991631424"	1082	"Sveti Stefan"	"Miloš"	"Vušković"	1959	"ulje na lesonitu"	"81,7x 94    "	"Prijestonica Cetinje/NMCG, Kolekcija Vukmanović"		"Geoculture"	"Slika je specifična i po tome što je dominantna izrazito plava gama, koja obuhvata različite nijanse – od tamno modre i ultramarin, do svijetlih, gotovo sivo-plavih tonova. 
Sveti Stefan je prikazan sasvim izdvojeno od okruženja, sa stazom koja ga povezuje sa obalom takođe u plavim tonovima, što dodatno pojačava njegovu izdvojenost i simboličku zatvorenost. "	"Jedan je od crnogorskih slikara koji je prošao kroz brojne stilove - od impresionizma do apstrakcije. Ostrvo “lebdi” u plavetnilu koje se stapa sa nebom i morem, dok se obrisi građevina jedva naziru iz kolorističke izmaglice. Umjesto preciznih volumena, Vušković koristi zamućene konture i površinski tretman, što sliku približava poetici lirske apstrakcije. Iako je motiv prepoznatljiv, ostrvo je svedeno na niz tonalnih odnosa i blago sugerisanih oblika. "	"Miloš Vušković; Sveti Stefan"				
"42.257444,18.893142"	1083	"Sveti Stefan"	"Miloš"	"Vušković"	1963	"ulje"	"39x82"	"NMCG"		"Geoculture"	"Geometrizovana predstava Svetog Stefana, sa gusto zbijenim kućama. Predstavom dominiraju intenzivno crveni krovovi i zvonik koji se izdiže u centru kompozicije, dok je ostatak oker tonova, sa zelenim i plavim akcentima uglavnom u prvom planu."		"Miloš Vušković; Sveti Stefan"				
